contrast	asv_id	estimate	pval	group	site	commonid	test_type	model	sampling_time	Combo	baseline	baseMean	padj	log2FoldChange_MMSE	padj_qcutoff	pair1	pair2
Yawzi_dawn - LB_seagrass_all	ASV_00006	14.426512497430764	1.4573605260662589e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00006	13.516247951091781	2.3650680261209242e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00006	13.785972138092143	2.0486015829601235e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00007	12.686605086431586	3.6828431792344145e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00007	13.670802790028349	2.1781480129917072e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00007	11.332525043874824	7.616127082829345e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00007	12.66418358012918	3.727272521094946e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00008	14.516026164959353	1.389722383551048e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00008	14.011363692595083	1.8170913699205678e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00008	14.820127237517523	1.1826652575725435e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00008	14.344620052068365	1.522140294989092e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00009	14.358917246998748	1.5106253386962314e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00009	14.393094235085115	1.4834533861438233e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00009	14.307996731943707	1.5520415415636157e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00009	14.496410883007268	1.404268403856267e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00012	14.37461334554801	1.4980846864619778e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00012	14.440138945155189	1.4468541334910725e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00012	14.237042585978452	1.6116661520284447e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00012	14.883402502005904	1.1436480633340198e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00017	14.579643576377428	1.343581515611903e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00017	14.557908214648036	1.3591698020618483e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00017	14.44496428962084	1.4431519639048607e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00017	14.72168968716358	1.246045750816145e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00023	14.406017075542835	1.4733079530075588e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00023	14.565774376020645	1.353507390493501e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00023	13.71008886084954	2.1330553959680369e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00023	14.905290191322315	1.1304553073498972e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00031	14.343048866260316	1.523411105846522e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00031	14.529840559461503	1.3795692328583085e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00031	14.842647855542586	1.1686271932302979e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00031	14.66486103932452	1.284181358878185e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00038	13.771740090286489	2.064180287916139e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00038	14.221941557270371	1.6246507392622146e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00038	12.089588523060714	5.070416303080383e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00038	14.080951478862966	1.7510820418955864e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00045	13.61748509972826	2.2408866366699037e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00045	14.586457654791264	1.3387317132891192e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00045	13.11328494193762	2.932091083920788e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00045	14.883415060262417	1.143640449611277e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00060	7.401534152027359	0.006516827589103219	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00072	13.580933044851363	2.284946316762172e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00072	14.038181175097371	1.7913611624382038e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00072	14.109020720455502	1.7251447159641044e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00072	14.30264095478929	1.5564635892871952e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00097	10.4055434795124	0.0012563758072780288	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00097	14.327344720610588	1.536171832509959e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00097	12.434628584713812	4.2144612252283386e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00097	13.925533746213295	1.901970970731111e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00105	10.899352152355725	9.61978989556729e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00105	4.191811322841384	0.04061967541378515	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00111	6.137356068823078	0.0132355067645169	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00111	13.662211974541949	2.188135855913746e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00111	4.387460560528245	0.03620419940927089	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00111	11.222715355707347	8.080218342997965e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00124	11.793336734412241	5.944309625775025e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00124	13.980944327440193	1.8467283860744353e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00124	11.816152077048168	5.871908737638975e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00124	13.89873758388224	1.9292800874795658e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00129	13.767434820365127	2.0689164020400072e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00129	13.612100513432424	2.2473230266132304e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00129	13.074419863082449	2.993559209864846e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00129	14.502408036088928	1.3998049251094994e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00131	8.97424087960837	0.0027381231833457234	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00131	12.621259543321964	3.813842645706959e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00131	10.32763956304412	0.001310527013613717	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00131	12.610418507408566	3.836026079347494e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00138	9.39357421702304	0.0021774727656074127	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00138	9.520376418373166	0.0020320289725700032	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00138	10.29801466043543	0.001331734101057018	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00138	10.805192478826612	0.0010121580122634895	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00150	12.263726458739814	4.6184830331620917e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00150	13.651877261738424	2.2002123567931015e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00150	10.766438088814683	0.0010335722530382258	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00150	13.821260943292154	2.0104827260589514e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00171	10.381836863886125	0.0012726102243430697	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00171	8.592430251265148	0.0033756321523720862	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00171	8.32171560227281	0.00391739038327876	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00171	9.349642552186726	0.00223028963428849	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00191	8.856598975013144	0.002920311862242135	low_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00191	12.314657601214568	4.4941514242334915e-4	low_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00191	11.263572708597527	7.904293256773998e-4	low_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00191	8.920063324398255	0.0028205473205959695	low_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00217	13.644724622890019	2.208609787788036e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00217	13.960432187074932	1.866987383092814e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00217	13.230154395684782	2.7548111857218354e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00217	14.125693136796254	1.7099221360323253e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00229	10.0837961080078	0.0014957885783671216	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00229	14.727849564456116	1.2419811774056668e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00229	13.164240451975399	2.853424253283384e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00229	14.386409452622178	1.4887290366204602e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00251	4.5566689229954465	0.03279079139906216	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00271	7.326321366776141	0.006795198813494632	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00271	12.401150859375408	4.2906932758341387e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00271	7.666789145201067	0.0056246458879201456	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00290	11.46361918069373	7.097194544765519e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00290	13.832656214779583	1.998326852141792e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00290	10.671135676261702	0.0010882028532181313	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00290	12.422083099861755	4.2428671109993676e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass_all	ASV_00307	9.394827428242182	0.0021759848454091916	high_seagrass	Tektite	seagrass	rademu	auto_fit	dawn	Tektite_d	LB_seagrass_all					Tektite_dawn	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_00307	13.757153830749127	2.0802705847565095e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Tektite_peak_photo - LB_seagrass_all	ASV_00307	12.516994437983398	4.032670794429908e-4	high_seagrass	Tektite	seagrass	rademu	auto_fit	peak_photo	Tektite_p	LB_seagrass_all					Tektite_peak_photo	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_00307	12.117500718277316	4.9950806372677e-4	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Yawzi_dawn - LB_seagrass_all	ASV_01140	5.08891375472546	0.02407926955985467	high_seagrass	Yawzi	seagrass	rademu	auto_fit	dawn	Yawzi_d	LB_seagrass_all					Yawzi_dawn	LB_seagrass_all
Yawzi_peak_photo - LB_seagrass_all	ASV_01140	7.334024828353466	0.006766137692389325	high_seagrass	Yawzi	seagrass	rademu	auto_fit	peak_photo	Yawzi_p	LB_seagrass_all					Yawzi_peak_photo	LB_seagrass_all
Tektite_dawn - LB_seagrass	ASV_00004				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	3814.6040090441165	6.845509761351791e-17	-1.2614165325955249	6.845509761351791e-17	Tektite_dawn	LB_seagrass
Tektite_peak_photo - LB_seagrass	ASV_00004				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	3814.6040090441165	2.463464073212419e-19	-1.3526369872734612	2.463464073212419e-19	Tektite_peak_photo	LB_seagrass
Yawzi_peak_photo - LB_seagrass	ASV_00004				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	3814.6040090441165	5.841531212674356e-17	-1.2642886236971769	5.841531212674356e-17	Yawzi_peak_photo	LB_seagrass
Tektite_dawn - LB_seagrass	ASV_00008				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	5474.629168086622	7.3301716289208385e-19	1.2255070159347143	7.3301716289208385e-19	Tektite_dawn	LB_seagrass
Tektite_peak_photo - LB_seagrass	ASV_00008				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	5474.629168086622	7.537762810695889e-24	1.3851559550790222	7.537762810695889e-24	Tektite_peak_photo	LB_seagrass
Yawzi_peak_photo - LB_seagrass	ASV_00008				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	5474.629168086622	3.5314332974844794e-19	1.2369177696321307	3.5314332974844794e-19	Yawzi_peak_photo	LB_seagrass
Tektite_dawn - LB_seagrass_dawn	ASV_00012				Tektite		deseq	manual_dawn	dawn	Tektite_d	LB_seagrass_time	1821.491496947784	9.156908219570975e-31	1.8734816016090783	9.156908219570975e-31	Tektite_dawn	LB_seagrass_dawn
Yawzi_dawn - LB_seagrass_dawn	ASV_00012				Yawzi		deseq	manual_dawn	dawn	Yawzi_d	LB_seagrass_time	1821.491496947784	1.287490271524618e-16	1.364370925771575	1.287490271524618e-16	Yawzi_dawn	LB_seagrass_dawn
Tektite_peak_photo - LB_seagrass_peak_photo	ASV_00012				Tektite		deseq	manual_photo	peak_photo	Tektite_p	LB_seagrass_time	2585.3783995644535	3.3425782270311313e-15	1.2661058621461414	3.3425782270311313e-15	Tektite_peak_photo	LB_seagrass_peak_photo
Tektite_dawn - LB_seagrass	ASV_00013				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	2449.7209709780436	6.855380411718237e-13	0.9205264087647448	6.855380411718237e-13	Tektite_dawn	LB_seagrass
Tektite_peak_photo - LB_seagrass	ASV_00013				Tektite		deseq	manual_dispersion	peak_photo	Tektite_p	LB_seagrass_all	2449.7209709780436	1.3475334084406417e-14	0.980982032479394	1.3475334084406417e-14	Tektite_peak_photo	LB_seagrass
Yawzi_peak_photo - LB_seagrass	ASV_00013				Yawzi		deseq	manual_dispersion	peak_photo	Yawzi_p	LB_seagrass_all	2449.7209709780436	9.338925478900856e-13	0.9154155464686403	9.338925478900856e-13	Yawzi_peak_photo	LB_seagrass
Tektite_dawn - LB_seagrass	ASV_00014				Tektite		deseq	manual_dispersion	dawn	Tektite_d	LB_seagrass_all	4492.486807685852	5.14643721222091e-14	-1.0935094846624294	5.14643721222091e-14	Tektite_dawn	LB_seagrass
